Date,Mach type,Mach,Effect,Machine Area,Description,Resolution
8/12/2016,H,H10,Hydraulic Leak,Hydraulic System,Hydraulic Leak reported; One tank per day,
8/12/2016,I,I19,Machine loading manually,,Prox not being met for loading bracket down; Loading manually,Bar loading bracket loose not meeting prox.
8/13/2016,H,H40,Blown Fuse,Fuse,Fuse block FH3 blown fuses again,Replaced fuses
8/15/2016,I,I6,Loader faults,Loader,Loading problem,Replaced rupyured airline
8/15/2016,H,H40,Chip conveyor INOP,Chip Conveyor,Chip conveyor jammed over weekend; Base pulled on Sat,Bar ends jamming chain removed; Reinstalled
8/15/2016,H,H5,Hydraulic Leak,Hydraulic System,Major Hydraulic leak at Bottom XD head,Replaced bottom XD head; Has 10mm stroke!
8/15/2016,H,H22,Spindle contractor fault,Spindle,Spindle Contactor overload fault,Breaker reset but tripped again; Steve A replaced motor contactor;  SEE 8/16 H22
8/15/2016,Ewag,Ewag,Error B,Axis,Excessive following error B axis,Replaced B axis NUM AC Controller
8/15/2016,H,H38,No power,Electrical,No power,Replaced fuses in bus bar
8/15/2016,I,I2,Clamp pressure will not taper off,Clamp,Clamp pressure will not taper off,Online when JC got there
8/15/2016,H,H20,Pressure low,,ST2 pressure low,Invert piston stuck; Cycled a few times to free piston and ran
8/15/2016,H,H7,Machine shutdown,Hydraulic System,Hydraulic issues keep shuting off machine,Monitored for 2 hours before ST2 pressure low fault; Replaced prox for ST2 low pressure switch
8/15/2016,A,A78,Counter INOP,Counter,Counter INOP,Replaced end of bar recognition switch AB 802T
8/15/2016,I,I1,Transport sensor cable broken,Cable,Transport sensor cable broken,Replaced cable
8/16/2016,I,I2,Chip conveyor INOP,Chip Conveyor,Chip conveyor jam,Jam cleared
8/16/2016,I,I17,Machine will not cycle,,Machine will not cycle,Replaced Cycle Stop button
8/16/2016,40,40,Table not indexing,Table,Table will not index,Table indexing valve coil found bad and replaced
8/16/2016,H,H22,Motor INOP,Motor,St#2 motor INOP,Replaced motor; Found plug on motor cord burned from arcing
8/16/2016,Tsch,Tsch 2,Excessive vibration,,Excessive vibration,Tuned motor
8/16/2016,H,H8,Cutting oil leaking,Oil System,Cutting oil leaking,Replaced O Ring on filter tank; Leaking into motor fan and floor; NO OPERATOR CAN SEE THIS?
8/16/2016,H,H2,Drill detector INOP,Drill Detector,Drill detector shutting off machine,Stroke out of position again (3X)
8/16/2016,H,H2,Drill detector INOP,Drill Detector,Drill detector shutting off machine,Adjusted stroke position of sensor again!
8/16/2016,,,Lifegate INOP,Lifting,Liftgate INOP,Broken wire repaired
8/16/2016,RM,RM223,,Wheel,Bad Reg wheel piston; Bad jumps,
8/17/2016,H,H24,Accumulator check requested,Accumulator,Accumulator check requested,Accumulator charged and tagged
8/17/2016,H,H20,Accumulator dropping,Accumulator,Accumulator dropping; needs charge,Accumulator charged and tagged
8/17/2016,Anca,Anca,Filter change requested,Filter,Transor filter bag need replacing,Replaced
8/17/2016,H,H20,V Bowl Down,,V Bowl Down,Replaced fuse
8/17/2016,Sinico,Sinico,Clamping not holding,Clamp,Clamping not secure at end of tube,Leaking hyraulic fitting repaired
8/17/2016,H,H22,Brush unit stuck forward,Brush Unit,Brushing unit stays forward; ?? There are two units on machine!!,"Reset spring, replaced pulley and belt. Adjusted brake as it was not stopping motor prior to reversing (Marcel showed Anthony proper brake adjustment)"
8/17/2016,H,H32,Table index faults,Table,Table Index O/T faults,Adjusted Table Valve
8/18/2016,RM,RM 221,Regulating wheel not spinning,Wheel,Regulating wheel not spinning,Belt replaced
8/18/2016,Sinico,Sinico,Loader faults,Loader,Loader faults at every bar load; Tubes out of position,Replaced a leaking hydraulic hose but did not resolve issue (8/19);  Jon Cousineau replaced switch 100S08 and adjusted sensory position due to wear in clamping jaw sets.
8/18/2016,H,H3,Request for replacement wire,Wire,Request for replacing drill detector wire; No reason why,Replaced
8/18/2016,Pre Setter,Pre Setter,Light on pre-setter,Light,Light on pre-setter,"""Turned on switch"""
8/19/2016,I,I17,Main Drive Alarm ,,Contactor K10 & K11 / Main Drive Alarms,"Cleared fault, put Iemca in Auto, and filled MS32 hydraulics"
8/19/2016,H,H37,Hydraulic gauge wrong,HP Pump,Replace gauge on HP Pump /Actual is gauge on filter tank,New gauge installed
8/19/2016,A,A78,Request for new oil pump,Oil System,Request for a new oil pump,
8/19/2016,H,H26,Bar change issue,Bar,Bar change issue (??????????),Replaced two pusher dogs and one pusher dog holder
8/19/2016,H,H15,Broken screw,Screw,Spindle #4 bleeder screw stripped,Replaced with new screw
8/19/2016,H,H1,Bearings check,Bearings,Replace bearings at St#12 spindle,20/80 Spindle rebuilt
8/19/2016,H,H20,Not firing,,Units won't fire; ST2 alarm,Adjusted ST2 proximity sensor / Replaced St#10 valve
8/19/2016,H,H32,Table index faults,Table,"Table Index issues; O/T faults, 1/2 T Drift,",See 10/5
8/22/2016,Deco,Deco 3,Y1 Axis has bad connection with encoder cable,Axis,Y1 Axis has a bad connection with encoder cable and motor,Norm cleared alarm / Requesting a new cable connection between Encoder and Moter at Y1 axis / Parts ordered (8/24)
8/22/2016,Deco,Deco 3,Axis disconnect alarm,Axis,Axis disconnect alarm,Norm cleared alarm / Requesting a new cable connection between Encoder and Moter at Y1 axis
8/22/2016,Washer,Washer,Conveyor jamming,Conveyor,Conveyor jamming,Removed sections to tension belt
8/22/2016,Sinico,Sinico,Machine fault,,Side #2 chamfer unit belt torn apart,RHE chamfer drive pulley replaced / Machine still faulting at every load
8/22/2016,H,H40,Spindle contractor fault,Spindle,Spindle Contactor Fault; St#9,Reset breaker and increased contactor trip to 4.5A; Motor rating is 4.0A
8/22/2016,I,I4,Motor alarm,Motor,Motor too hot alarm (8/20),Repaired collision monitor cable and airline
8/22/2016,H,H14,Coolant Leak,Coolant System,Massive coolant leak,Ruptured HP coolant hose replaced
8/22/2016,Tsch,Tsch 1,Filtermist not running,Filtermist,Filtermist is not running,Replaced heaters and shorted wiring
8/22/2016,H,H33,Laser INOP,Laser,Laser TD INOP,Replaced laser light cable
8/22/2016,T,T98,Feed tubes overheated,Feed System,Feed tubes getting hot; Lubrication?,Removed lubricating pump and distribution manifold for cleaning (8/22) DK repaired 2nd pump. Returned to Production (8/24)
8/22/2016,H,H10,Machine not running in auto,,Machine will not run in Auto,Cycled machine with Gio; Running in Auto
8/22/2016,H,H1,Power pack leak,Power Pack,Leaking power pack,Cleaned PP and floor area; No leak found
8/22/2016,H,H24,Vogel leak,Vogel,Leaking Vogel lube tank,No leak found; Russ reporting the tank was overfilled on Friday and he thopught there was a leak
8/22/2016,EDM,EDM 1,Threading unit not threading,Threading Unit,Self threader will not thread wire,No Issue with Self threading; Loose fitting on valve #7 corrected
8/22/2016,I,I3,Gripper not picking up parts,Gripper,Gripper not working; Broken cables,Replaced both gripper sensor cables
8/22/2016,I,I19,Chip conveyor INOP,Chip Conveyor,Broken prox cable for chip conveyor clutch,Removed unused switch cable
8/22/2016,H,H22,Brush unit stuck forward,Brush Unit,Brushing unit will not move,Unit jammed forward
8/22/2016,TK,TK2,Piston loose,,Piston loose; need to be robot adj,It was reported that Dylan Forting corrected the issiue
8/22/2016,I,I2,Chuck cylinder alarms,,Machine is up and down; Chuck cylinder alarms,
8/22/2016,SC,SC11,Hydraulic faults,Hydraulic System,Hydraulic faults,
8/23/2016,H,H40,Blown Fuse,Fuse,Fuse block FH3 blown fuses again,Replaced fuses and relocated Plug in #4 to #6
8/23/2016,H,H8,Swap mill head,Milling Unit,Swap mill head (worn arbor) St# 14,Swapped with spare; Unit removed to be rebuilt and inventoried
8/23/2016,H,H38,Worn rack on C/O unit,,Worn rack on C/O unit,Unit swapped with rebuilt shelf unit; Marcel/JPM; Also installed chip guard between #6 & #7
8/23/2016,TK,TK3,Pump pressure range large,,Large range on pump pressure,Identified issue at HP pump; Cleaned strainer and check valve. Tightened all fitings
8/23/2016,Mitsu FT,Mitsu FT,Tires requested,,Safety; Needs tires,Crellen called (8/23) Fork Truck leased (8/24);  New tires installed 9/8
8/23/2016,I,I17,Bar clamp alarm,Bar,Bar clamp alarms,Norm found the Facing Travel flag sticking and repaired
8/24/2016,TK,TK1,Chip conveyor INOP,Chip Conveyor,Chip conveyor INOP,Unjammed
8/24/2016,A,A77,Machine will not stop to load,,Machine will not stop to load,Replaced limit switch; I moved the connection that latches 2CR to a previously unused set of contacts on 3CR
8/24/2016,H,H29,Bar loader stops cutting part,Bar,Bar loader stops after cutting part; Will not go into Auto,Replaced I0035; Saw extend prox switch
8/24/2016,A,A78,Feeding roller broken,Feed System,Feeding roller broken,"Removed broken roll pin and replaced pin, roll, and guide ring"
8/24/2016,Shipping,Shipping,Pallet Scale INOP,Pallet Scale,Pallet Scale INIOP,Worcester scale replaced display due to bad connectivity
8/24/2016,H,H8,Broken screw,Screw,Stripped screw in (plate ?),
8/25/2016,H,H29,Accumulator dropping,Accumulator,Accumulator check requested gauge dropping more that 15bar,Replaced with charged accumulator
8/25/2016,H,H14,Accumulator check requested,Accumulator,Accumulator check requested,Replaced accumulator and pressure gauge
8/25/2016,SC,SC2,Light INOP,Light,(???????) light not working,Light stack; Bad bulb connection repaired
8/25/2016,H,H14,Oil leak,Oil System,Oil leak at base,Ruptured HP coolant hose replaced
8/25/2016,H,H12,Cross drill head bearings suspect,Bearings,Cross drill head bearings suspect,Replaced cross drill head
8/25/2016,H,H16,Torn connection to smog hog,Smog Hog,Smog Hog hose torn,Replaced
8/25/2016,H,H29,Chip conveyor INOP,Chip Conveyor,Chip conveyor clutch slipping,Discs good; Adjusted and functioning properly
8/25/2016,H,H39,Bar feed pressure low/ Accumulator reading zero,Accumulator/ Bar,Bar feed pressure low / Accumulator guage reading zero,Accumulator reading zero-not in use / Bar feed pressure OK
8/25/2016,H,H30,Table index faults,Table,Table index O/T faults,Tony plugged in and together with Marcel found varying table indexing speed. Possible table indexing valve issue. Adjusted read delay after indexing from 2/10 sec to 3/10 sec to prevent faulting. Will need to review for possible table piston leak
8/25/2016,H,H37,Safety Paint required ,Paint,Safety Paint required on steps,
8/25/2016,H,H24,Pendant lights INOP,Pendant,Pendant lights INOP,Repaired wiring
8/25/2016,RM,RM224,Excessive vibration,,Excessive vibration/grinding noise from regulating,Repaired 9/13
8/26/2016,H,H22,Saw not completing cycle,Accumulator/ Saw,Accumulator check requested; Saw not completing cycle,Accumulator removed and charged
8/26/2016,H,H14,Accumulator check requested,Accumulator,Pressure gauge at accumulator reading 80bar; drop to 60bar,Adjusted presure to 60bar
8/26/2016,H,H8,Vertical mill head INOP,Vertical Mill,St#6 vertical mill INOP; Broken gear,Repalced milling head with spare unit
8/26/2016,H,H10,Spindle move for setup,Spindle,Spindle swap for setup,Completed
8/26/2016,SC,SC1,Leak,,Leaks,Reviewed with Steve and Angel; Machine is overfilled
8/26/2016,H,H29,Brush unit stuck forward,Brush Unit,Brush unit stuck forward,
8/29/2016,Anca,Anca,Filter change requested,Filter,Transor canister filter elements need replacing,Task completed
8/29/2016,Anca,Anca,Mist collector requires cleaning,Mist Collector,Mist collector requires cleaning,Serviced
8/30/2016,TK,TK2,Alarm check interlock,,Check interlock not ready; Alarm,Corrected
8/30/2016,I,I3,Swivel gates not releasing parts,,Swivel gates not releasing part to load,Repaired
8/30/2016,SC,SC3,Cycle low,,Cycle set at 6.5 but actual reported at 9.4,
9/1/2016,T,T98,Spindle spool jammed,Spindle,Spindle #2 spool jammed,Honed spool and machined spindle parts
9/2/2016,I,I3,Chip scraper falling off,Chip Scraper,Chip scraper falling off,Officially repaired
9/6/2016,Jen Fab,Jen Fab,Clutch INOP,Clutch,Clutch failure; Discs broken,Replaced discs and guide bushing; Jenfab tech onsite 9/9
9/6/2016,A,A69,Damaged stock tubes,,Damaged stock tubes (x3),New Hush Tubes ordered 9/8; Installed 9/27 x3
9/6/2016,RM,RM223,Hydraulic Leak,Hydraulic System,Hydraulics leaking from dressing unit,
9/7/2016,H,H30,Base cleaning requested,Base,Base cleaning requested,Completed
9/7/2016,SC,SC3,Bar loader not loading,Bar,Bar loader not loading,Replaced check valve on clamp unit
9/7/2016,H,H22,Saw head out of adjustment,Saw,Saw head does not fully rest allowing only smaller dia blades to be used,Replaced cut off unit with shelf rebuilt unit
9/7/2016,H,H22,Saw unit to be replaced ,Saw,Using smaller dia C/O blades; Saw unit to be replaced,Cut off unit swapped with shelf unit
9/7/2016,Anca,Anca,Wheel change arm INOP,Wheel,Wheel change arm INOP,Repaired
9/8/2016,H,H3,Broken chain on feeder,Feeder,Broken feeder chain,Repaired
9/8/2016,H,H10,Brush unit INOP,Brush Unit,Sensor cable on brushing unit NOK,Replaced cable
9/8/2016,A,A77,Loose shaft,,Right shaft very loose ( ??????????????????????),HS Change shaft;  New shaft and bearings installed. Spacer added due to wear and age of the machine
9/8/2016,H,H7,Pendant screen INOP,Pendant,Pendant blank; Fuse?,Replaced fuse and replaced coil connector on loading valve solenoid
9/9/2016,H,H10,Accumulator check requested,Accumulator,Accumulator check requested,Found acceptable at 34bar; reduced to 30bar (standard)
9/9/2016,NM2,NM2,Step on C/O face end,,Step on C/O face end,Checked for axis play in Sub Spindle and found .003 in SS Z axis (9/9) New ball screw installed on 9/12 but issue when referencing axis / Adam Yuschak guided Jon through referencing and limit setting procedure
9/9/2016,H,H24,Broken chain on feeder,Feeder,Broken feeder chain,Chain not broken but had fallen off; Reset by Russ!
9/9/2016,H,H26,Coolant Pressure Low,Coolant System,Coolant pressure is low,Replaced check valve at HP pump
9/9/2016,SC,SC1,Oil chiller fault,Oil System,Oil chiller faulting when too hot,Removed chiller for coil cleaning and review and replaced controller / OSM in to charge compressor
9/9/2016,TK,TK4,Base leak,Base,Base leak at exhaust hood,Operator reporting no leak when reviewed
9/9/2016,Ewag,Ewag,Z Axis high following error,Axis,Very high Z axis following error,Adjusted offset and following error settings to compensate
9/9/2016,H,H34,Vogel leak,Vogel,Vogel lube leak,Replaced leaking leaking pressure gauge uppon arrival
9/9/2016,I,I17,Gripper not picking up parts,Gripper,Gripper sensor INOP,Replaced gripper sensor cable
9/9/2016,I,I5,Bad channel tracks,,Bad Channel tracks at #3 and #5; Loading manually,
9/9/2016,I,I5,Coolant Pressure Low,Coolant System,HP coolant flow at 200 psi; should be 400psi,Attempted to adjust air pressure but unable to increase above 300psi (9/15)
9/9/2016,RM,RM 223,Hydraulic Leak,Hydraulic System,Hyd leak from dressing unit,
9/9/2016,H,H7,Oil leak,Oil System,Oil leak from (??) St#3 valve is slowing by itself,
9/9/2016,I,I3,Stops mid cycle/ spindle speed not reached/ starts when placed in auto,,Stops mid cycle / Spindle speed not reached / Starts when placed in Auto,
9/9/2016,I,I17,Track broken,,Track #2 broken,
9/10/2016,Ewag,Ewag,Air leak,Air System,Air leak at rear of machine,Installed temp union on air line; ordering newe air line
9/10/2016,H,H14,Bearings noise,Bearings,St#12 Loud bearing noise,Replaced spindle drive assembly and seals
9/10/2016,H,H5,Broken screw/ Broken proximity cable,Screw,St#5 broken screws in brush unit / broken prox cable,Repaired
9/10/2016,H,H7,Vertical won't home,,St#3 vertical won't home,Repaired
9/12/2016,H,H4,Bearings check,Bearings,Check bearings at St#12,Rebuilt with new bearings and seals
9/12/2016,H,H10,Bearings check,Bearings,Check bearings at St#10,"Bearings, seals, drive bushing replaced; Unfortunetely, this did not cure the R/O condition"
9/12/2016,Sinico,Sinico,Coolant Leak,Coolant System,Coolant pump leak,Mechanical seal worn (9/12) Pump ordered (9/13) Pump delivered 9/19 installed 9/20
9/12/2016,H,H18,Power pack pump loud,Power Pack,Power pack pump is screaming,H18 was down because the operators believed the pump was making a high pitched sound. Steve and I started the pump and found it to be the oil pipe resonating and not the pump. Changed the filter and it went away. Leng started warming up for 3rdshift.
9/12/2016,H,H27,Table indexing slowly,Table,Dropping parts / table indexing slowly,Ruptured internal hose in PP; J Cousineau picking up new hose at Handelman (9/13) Installed 9/14 but damaged heat exchanger in process; Hose mfg to bypass HE until new part is obtained
9/12/2016,H,H38,Hydraulic Leak,Hydraulic System,Hyd leak from behind collet #6,Repaired
9/12/2016,I,I2,Hydraulic Leak,Hydraulic System,Hydraulic leak turret 2,Replaced hydraulic hose
9/12/2016,,,Oil leak,Oil System,Oil chilling system spilling behind I5,Air is system!; Letting it bleed out
9/12/2016,H,H26,Hydraulic Leak,Hydraulic System,Hyd leak St#2 valve,Replaced leaking O Ring
9/12/2016,H,H40,Hydraulic Leak,Hydraulic System,Hydraulic leak,Replaced O Rings at table manifold and Inverter return lines #2 and #5.
9/12/2016,RM,RM224,Excessive noise from Regulating wheel,Wheel,Grinding noise from Reg wheel spndle,Rebuilt with new bearings and seals; Installed 9/13
9/12/2016,H,H26,Bearings check,Bearings,Bearings check requested at ST#5V,Spindle bearings OK; Milling attachment bearings worn; Unit rebuilt
9/12/2016,I,I19,Actuator bearings screaming,Actuator,Spindle #1 actuator whining,
9/12/2016,H,H14,Loud Noise,,St#12 making loud noise,
9/13/2016,H,H26,Bolts Broken,Bolt,St#5V retaining bolts broken in retainer,Removed and replaced all but two; Too difficult to remove without damaging plate
9/13/2016,H,H15,Filter change requested,Filter,CNC filter replaced NNZX3,Issued to Dave
9/13/2016,Mikron,Mikron,Motor fault,Motor,Motor not spinning when turned on; Electrical,Replaced bad spindle motor
9/13/2016,Clean Room,Clean Room,Vacuum pump INOP ,,Vacuum pump INOP,Replaced with new pump. Pump runs and draws 28 in HG vacuum
9/13/2016,H,H26,Hydraulic Leak/ accumulator check requested ,Hydraulic System,Hyd leak at St#2 / Accumulator check,Valve repaired / Accumulator bladder replaced
9/13/2016,H,H4,Vogel lube fault,Vogel,Vogel lube faults,Wire detached in electrical cabinet
9/14/2016,Ewag,Ewag,A Axis will not reference home,Axis,A axis will not reference home,Replaced A axis HOME sensor / Adjusted Z axis offset / Aligned B axis / Aligned A axis (9/14)
9/14/2016,I,I17,Broken cabinet fan,Cabinet Fan,Broken cabinet fan,Replaced INOP cooling fan; Running
9/14/2016,I,I19,Broken cabinet fan,Cabinet Fan,Broken cabinet fan,Remounted fan; Running
9/14/2016,H,H5,Valve not firing ,Valve,St#6 Top XD not firing; Valve not firing,Russ reporting he believes an operator turned off the valve
9/14/2016,I,I19,Alarm,,Contactors K10 and K11 pickups not allowed,No alarm when present and unable to trace (9/14)
9/14/2016,H,H10,Bearings check,Bearings,Check bearings at St#8,9/14; told not to worry about it by Gio Reyes
9/14/2016,Sinico,Sinico,Hydraulic Leak,Hydraulic System,Hyd leak at locking pin assy,Replaced O Ring and seal on locking pin assy
9/14/2016,I,I17,Main Drive Alarm ,,Main drive Not Ready Alarm,Swapped Performance modules X3 before alarms cleared
9/14/2016,H,H1,Machine running hot/ Bearing check,Bearings,Machine running hot / Bearing check at St#6,Heat not an issue according to Steve / JPM exchanged 26/80 front spindle drive and bearings; quick change unit
9/14/2016,H,H26,,Drill Detector,Drill detection wire detached from module connection,Reattached
9/14/2016,H,H30,Table index faults,Table,Table index O/T faults (Only when overhead roof fan is ON) ?,
9/15/2016,I,I17,Drive heat sink temperature exceeded,Drive Fault,HS4 Drive heat sink Temp exceeded,Replaced LT Module and cooling fan
9/15/2016,H,H29,Motor fault,Motor,Broken pulley hub screw in brush unit motor,Removed and replaced screw
9/15/2016,A,A76,High Speed change shaft loose,High Speed Change Shaft,High Speed change shaft loose,Replaced HS change shaft and bearings; Also rebuilt main drive pulley shaft
9/15/2016,H,H3,Broken wire ,Wire,Damaged drill detection wire; false detections reported,Replaced suspected bad wire to tool detection
9/16/2016,H,H5,Accumulator check requested,Accumulator,Accumulator check requested for parts spinning in collet at EM position,HP Accumulator was low; > charged
9/16/2016,H,H31,Chip conveyor INOP,Chip Conveyor,Chip conveyor jammed,Cleared chip jam
9/16/2016,H,H27,Coolant Leak,Coolant System,Coolant leak,Cleaned area around machine base and monitored for leakage. Believed to be from leaking chip carts
9/16/2016,H,H32,Coolant Leak,Coolant System,Coolant leak,Cleaned area around machine base and monitored for leakage. Believed to be from leaking chip carts
9/16/2016,H,H6,Coolant HP line Needed,Coolant System,Add HP coolant fitting for St#7,Installed
9/16/2016,H,H16,Inverter guard broken ,Inverter,Inverter guard broken,Welded
9/16/2016,H,H15,Tool breakage ,,St#14 milling arbor damaged from tool breakage,Mill head removed and arbor turned to reduce OAL. Reinstalled
9/16/2016,H,H23,Power pack failure,Power Pack,Power Pack Motor failure,Purchased new motor from Jet Elect and installed / Accumulators charged
9/16/2016,H,H16,Part not seating in inverter bushing,Accumulator/ Inverter,Accumulator check requested; Part not seating into inverter bushing,All checked;  All ok
9/16/2016,SC,SC7,Door will not close,Door,Rear door lock not working; Door OPEN,Jiggle sensor cable for DTCS 3 and alarm will clear (?)
9/17/2016,I,I5,Travel flag sensor INOP,LEMCA,Iemca flag prox cable broken,Replaced cable
9/17/2016,H,H40,Coolant Leak,Coolant System,Colant line leak,Missing gasket in main trunk line
9/17/2016,H,H15,Table drift,Table,Table drifting at 1/2 table setting,Rebuild table indexing valve
9/17/2016,H,H40,Power pack tripping breaker,Power Pack,Power Pack tripping breaker,Ref Baldor motor brought in from Jet / Bored and keyed coupling due to larger shaft on pump motor. No low pressure (9/19)
9/19/2016,I,I17,Spindle not starting,Spindle,HS3 Spindle Not starting; Shut OFF,Bringing Doug Patrick in for cable replacement
9/19/2016,H,H33,Chip breaker valve requested,Valve,Chip breaker valve requested for st#7,Installed
9/19/2016,H,H22,Chip Guard Request,Chip Guard,Add chip guards between #11 and #12,Installed
9/19/2016,H,H38,Chip Guard Request,Chip Guard,Add chip guards between #11 and #12,Installed
9/19/2016,Tsch,Tsch 1,Broken Clip,Clip,Plug in clip at rear of machine broken,Repaired
9/19/2016,T,T92,Clutch out of adjustment,Clutch,Clutch needs adjusting,Adjusted and engaging
9/19/2016,H,H38,Vertical mill head loose,Vertical Mill,St#5 verical mill head loose,Rebuilt and installed
9/19/2016,H,H15,Table drift,Table,Table drift,See H15 9/22
9/19/2016,H,H5,,Drill,St#9 cross drilling incomplete 1 to 2 times daily,Two separate vales in use; Likely someone opened safety cover and interrupted cycle. Reviewed with Russ as OK
9/20/2016,SC,SC10,Rot cam switch faults,Electrical,Rot cam switch faults,Replaced encoder (9/27) Replaced ER Module on 10/11 after seeing a spark when clearing fault
9/20/2016,TK,TK2,Coolant Leak,Coolant System,Leak at cooling radiator,Removed and cleaned heat exchanger; Leak repaired
9/20/2016,H,H25,Inverter stuck,Accumulator/ Inverter,Accumulator check requested; Inverter getting stuck,Was 10bar low; > charged to 30bar
9/20/2016,H,H40,Power pack leak,Power Pack,Power pack tank emptied into machine,Replaced RVC check valve in collet release solenoid
9/20/2016,H,H22,Hydraulic Leak,Hydraulic System,Hydraulic leak from power pack,Spray cleaned power pack to monitor for leaks (9/20) Dye added to PP tank (9/21) Seals replaced on two valves (9/22)
9/20/2016,H,H23,Valve INOP,Valve,St#8 Chip breaker valve INOP,Replaced chip breaker valve with new valve; Unit removed to be rebuilt
9/21/2016,TK,TK2,Coolant Leak,Coolant System,Ruptured hose at coolant pump,Replaced oil line
9/21/2016,H,H39,Coolant Leak,Coolant System,Coolant leak? Oil on floor,Informed by operator there is no leak; HP coolant being deflected off part face and exiting through opening in spalsh ring
9/21/2016,H,H30,Coolant Pressure Low,Coolant System,Low coolant pressure / Chip conveyor fault,Removed ring fitting and cleared rag debris that was clogging the system. No chip conveyor issue found.
9/21/2016,H,H22,Bar loader stops cutting part,Bar,Bar loader faulting on new bar end cutting,Operator reports a used saw was installed during the failures at the machine. JPM installed a new blade and set the saw stroke accordingly
9/21/2016,I,I1,Chip conveyor INOP,Chip Conveyor,Broken slatband in chip conveyor,Removed broken slat band and replaced while machine was online
9/21/2016,H,H3,False tool breakage,Tool Detector,Repeat false tool breakage at St#10; Tool detector #2,Replaced antiquated tool detection unit controller with new PCS type
9/22/2016,I,I17,Accumulator check requested,Accumulator,Accumulator charge at MS32,Charged accumulator to 50bar (was at 10bar)
9/22/2016,I,I17,Iemca will not load in Auto,LEMCA,Iemca will not load in Auto,Replaced airline from regulator to upper gate cylinder
9/22/2016,H,H26,Chip Guard Request,Chip Guard,Add chip guards between #11 and #12 / and between #1 and #2,Installed
9/22/2016,Ewag,Ewag,Variance off center line,,.003-.004 variance off centerline ( ) Needs calibration,Juan Phon found wear in work holding collet and replaced
9/22/2016,H,H25,Control panel shut down,Misc,Control panel shut down; no screen,Machine single phasing; Blown fuse at switch gear bus disconnect; Replaced by Denis
9/22/2016,TK,TK2,Loud screw ,Screw,Z axis ball screw noise,No Issue when lookked at
9/22/2016,H,H22,Drill detector INOP,Drill Detector,Drill detector outside machine is active and can shut machine down; Disable,Disabled at controller and sensore removed
9/22/2016,Anca,Anca,Wheel change arm alarm,Wheel,Wheel change arm has moved off the extend (ilegible) Alarm 1406,Repaired
9/22/2016,Esco,Esco,Counter INOP,Counter,"Counters INOP at ES1, ES5, and ES6",ES1 and ES5 (9/23)
9/22/2016,H,H8,Motor fault,Motor,ST#10 CNC motor not starting,See H8 9/23
9/22/2016,H,H26,Turn off parts tracking request,,Turn off parts tracking at St#7 per Alex request,
9/23/2016,C,CG231,Regulating wheel RPM high,Wheel,Operator connot lower Reg Wheel RPM,"Cleaned and lubricated, and replaced bearing ain variable speed adjuster; Tested OK"
9/23/2016,H,H7,Vertical not returning,,ST#3 vertical not returning,Replaced flow metering valve; was in wrong place
9/23/2016,H,H36,Inverter failing to return,Inverter,Inverter not completing 180* rotation,Replaced invert housing and racks in inverter
9/23/2016,H,H8,Motor fault,Motor,ST#10V CNC motor not rotating,Swapped VFD motor with unit from CNC on H11; New motor ordered for H11
9/23/2016,Tsch,Tsch 2,Coolant Pressure Low,Coolant System,No Colant for grinding,Replaced relay
9/23/2016,H,H31,Spindle not adjusting ,Spindle,Sp#3 adjusting handle too tight; Does not allow adjustment,"Removed spindle and cleaned spindle body, flange, adjusting rod."
9/24/2016,H,H5,Saw not completing cycle,Accumulator,Accumulator check requested; Saw not completing cycle,Replaced bad accumulator
9/24/2016,I,I19,Parts receiver broken,Parts Receiver,Parts receiver came apart,Repaired
9/24/2016,ES1,ES1,Machine shuts off on its own,,Machine shuts off on its own,
9/24/2016,H,H16,Oil sight glass dirty,Oil System,Oil sight glass dirty and unreadable,
9/26/2016,H,H23,Bar feeder chain broken,Bar,Bar feeder chain broken,Repaired
9/26/2016,H,H24,Threading unit overload,Threading Unit,St#11 threading unit overload,Replaced brake motor
9/26/2016,H,H16,Washer INOP,Washer,Washer INOP; Blower motor seized,Motor serviced by Jet and installed
9/27/2016,H,H16,Conveyor belt failure,Conveyor,Conveyor belt between machine and wash conveyor worn,Replaced
9/27/2016,H,H34,Oil leak,Oil System,Oil leak near backside of conveyor,Repaired cover from which oil was escaping onto the floor
9/27/2016,H,H38,Hydraulic pump not getting oil,HP Pump,HP pump not getting enough oil; cavitating,Replaced HP inlet hose with larger diameter
9/27/2016,H,H30,Table index faults,Table,Table index O/T,Rebuilt Table indexing valve (9/27); Rebuilt table indexer and pulled table to replace all related seals (9/29)
9/27/2016,H,H7,Inverter Fault,Inverter,Inverter faults,Operator adjusment was needed.
9/27/2016,Tsch,Tsch 1,Excessive noise from Regulating wheel,Wheel,excessive vibration from Reg Wheel,"Tuning the motor frequency and speeds did not correct vibration issue. Linear Motor, Magnet, and rails all replaced."
9/27/2016,H,H39,Counter double counting,Counter,Counter is double counting,Monitored count and saw NO doubling while present
9/27/2016,H,H16,Parts hanging up,,Lower parts chute has hole in it; parts hanging up,Fabricated new and installed
9/27/2016,I,I17,Part ejector fault,Part Ejector,Parts ejector will not move,Removed jammed parts ejector
9/27/2016,TK,TK2,Parts loader falling off,Parts Loader,Parts loader falling off,Dylan put back together
9/27/2016,SC,SH8,Leaking smog hog,Smog Hog,Smog Hog over Tornos leaking,Leak repaired / Sludge removed and cells cleaned
