ReqID,ReqDate,ReqTime,MachID,MachLoc,Manufacturer,machtype,Model,machcustomID,machdesc,ProblemID,ProblemDesc,Prob_cause,PreventPMchk,chk_instructions,Repstatus,Repdate,Reptime,Reptech,RepRes
9285,10/23/14,4:45:29 PM,36,AMP Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0103,vacuum pump,9679,degasser at pressed backings needs new  male plug end. Cord is cracked and shorted,Tab bonder tip heats before the tip is on the cera,FALSE,,,,,,
9286,10/23/14,5:05:16 PM,626,Test Cell,Philips,Envisor,Envisor,P1028,Envisor,9680,System will not boot.,Tanks leaking near inspection cell,FALSE,,,,,,
9287,10/23/14,9:41:35 PM,460,Stackbond Cell,Schmidt,Pneumatic Press,329-3K,P0877,Wafer Bond Press,9681,Wafer Press has Error Message. Force Stroke not reached.,Resistivity Meter reading low,FALSE,,,,,,
9288,10/23/14,9:57:21 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9682,The Cathode filament is open (08),The overhead light is not working at Position TEE#,FALSE,,,,,,
9289,10/24/14,7:02:05 AM,491,Test Cell,Philips,RFB Test Station,,P0905,RFB Test Station,9683,Mux box is not working,We had to reload software on the system.,FALSE,,,,,,
9290,10/24/14,9:22:42 AM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9684," Error code - process stopped water inter lock failed, cathode #3 water off. ","We flushed all cooling water lines and jets, clean",FALSE,,Under Repair,10/24/14,11:49:33 AM,Tech 1,Adjusted coolant flow for Cathode#3.
9291,10/24/14,10:02:00 AM,685,Attaching Cell,DESCO,Ionizer,60600,p1099,Ionizer,9685,We have a light out on an ionizer at shield bench,We reset circuit breaker and tested the sifter,FALSE,,Under Repair,10/24/14,11:51:42 AM,Tech 1,Replaced Bulb.
9292,10/24/14,11:04:21 AM,169,AMP Area,Branson,Omni cleaner,1012,P0051,Ultrasonic cleaner,9686,Would like to have Pumps mounted on hitch post to bring off of floor.  Reroute hose and wires to have off of floor,We replaced the argon tank,FALSE,,Under Repair,11/26/14,8:18:12 AM,Tech 1,Not needed at this time.
9293,10/24/14,2:41:55 PM,337,Wiring Cell,Yamoto,Bladder Bond Oven,DKN810R,P0190,Bladder Bond Oven,9687,"PO190, P0739, P0746 all bladder bond ovens are down, screens locked up.",ClearVue forming. Scope power supply constantly bl,FALSE,,,,,,
9294,10/24/14,2:47:17 PM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9688,power outage during transfer caused  carrier and tray to get jammed in the elevator,Performed mfg's reccomended test with passing resu,FALSE,,Under Repair,10/27/14,1:10:15 PM,Tech 1,Replaced broken carriage mount bolts / replaced load lock pressure gauge / replaced chain guide at load lock.
9295,10/24/14,2:49:27 PM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9689,power outage everything shut down on the CHA,Hd15 is giving a shut down error,FALSE,,Under Repair,10/27/14,10:43:56 AM,Tech 1,Matt Cooper re-set machine.
9296,10/27/14,7:20:20 AM,85,Attaching Cell,Other,Other,Other,Other,Other,9690,Attaching bench needs the bracket on bench bolted.,Seal around the door came off.,FALSE,,,,,,
9297,10/27/14,7:38:02 AM,480,Test Cell,Philips,Bench Top Test System,4500-6735,P0895,Bench Top Test Syste,9691,PTS won't run on the test system.,Cathode filament #2 needs replaced. replaced the f,FALSE,,,,,,
9298,10/27/14,10:00:29 AM,85,Attaching Cell,Other,Other,Other,Other,Other,9692,The compact adapter needs replaced on our isolation test box in clearview line. ,We lubricated ball bearings,FALSE,,,,,,
9299,10/27/14,10:03:08 AM,85,Attaching Cell,Other,Other,Other,Other,Other,9693,Air gun is leaking,Our honda adapter keeps failing element 6 when it ,FALSE,,Under Repair,10/27/14,10:48:39 AM,Tech 1,Replaced Air Gun
9300,10/27/14,10:18:50 AM,485,Test Cell,Philips,Bench Top Test System,4500-6735,P0899,Bench Top Test Syste,9694,Starting running ClearVue and PTS is missing limits data base file.  Probably due to power outage,We flushed water lines.,FALSE,,,,,,
9301,10/27/14,10:53:40 AM,353,AMP Area,Kitamura,CNC Mill,Mycenter Zero,P0741,CNC Mill,9695,tool changer not working,We replaced SV-12 on P0795 and vacuum threshold se,FALSE,,,,,,
9302,10/27/14,12:11:19 PM,353,AMP Area,Kitamura,CNC Mill,Mycenter Zero,P0741,CNC Mill,9696,tool changer not working,Doppler Phantom isn't working. cleaned and fixed c,FALSE,,,,,,
9304,10/27/14,1:51:51 PM,85,Test Cell,Other,Other,Other,Other,Other,9698,Portable DI tanks aren't cleaning the tanks.  Rotation of tanks may need to be more frequenct due to heavy use.,needs calibrated. restored files,FALSE,,,,,,
9305,10/27/14,6:38:38 PM,330,AMP Area,Thermotron,Environmental Chamber,S-1.2,P0184,Environmental Chambe,9699,X-3 oven: calibration sticker says was due 2/14?,Replaced stripped out screw. ,FALSE,,,,,,
9306,10/28/14,5:01:16 AM,321,AMP Area,Disco,Auto Blanking Saw,DFD6240,P0154,Auto Blanking Saw,9700,non contact sensor cover open error ,L15-7IO won't flush data on that system . restart ,FALSE,,,,,,
9307,10/28/14,7:15:37 AM,301,Dicing Cell,Disco,Dicing Saw,DAD3220,P0092,Dicing Saw,9701,Water gun leaking,Replaced chamber feed-thru.,FALSE,,,,,,
9308,10/28/14,7:51:55 AM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9702,Carrier stuck under the Au target., The “AI” was changed to reflect the usage of the ,FALSE,,,,,,
9309,10/28/14,8:16:39 AM,169,AMP Area,Branson,Omni cleaner,1012,P0051,Ultrasonic cleaner,9703,Need alarm for blue barrel,We adjusted auto height sensor and retaught the ch,FALSE,,,,,,
9310,10/28/14,8:17:00 AM,359,AMP Area,Hobart,Dishwasher,LX30M,P0747,Dishwasher,9704,Need alarm for blue barrel,Drill holes in the bench tops for AIM 1 and AIM 2 ,FALSE,,,,,,
9311,10/28/14,10:17:14 AM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9705,Denton aborted during ion mill. Matt C looking into the issue,"Filter on bottom has a hole in it,needs replaced",FALSE,,,,,,
9312,10/28/14,4:23:33 PM,140,AMP Area,DISCO,BACKGRINDER,DAG 810,P0324,BACKGRINDER,9706,Backgrinders need plumbing upgraded to stop drains from clogging. Tech 1 is aware of issues.,Ionizer is making a fast clicking sound.,FALSE,,Under Repair,11/25/14,11:24:01 AM,Tech 1,Complete.
9313,10/28/14,5:12:53 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9707,"The beam current exceeded the specifed tolerance percent , sent carrier home and restart",We installed spare stay clean injector,FALSE,,Under Repair,10/29/14,1:34:33 PM,Tech 1,Replaced the ion grid assembly & thoroughly cleaned the anode surface.
9314,10/28/14,9:02:52 PM,576,Dicing Cell,DISCO,DICING SAW,DFD6240,P0988,DICING SAW,9708,Error: 522 - Remove work piece from frame centering guide,We installed new check valves in the metering pump,FALSE,,,,,,
9315,10/28/14,10:03:11 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9709,I had to abort 4 times ,Control box not functioning properly. replace inve,FALSE,,Under Repair,10/29/14,1:37:09 PM,Tech 1,Replaced the ion grid assembly & thoroughly cleaned the anode surface.
9316,10/28/14,10:47:09 PM,358,Wiring Cell,Yamoto,Bladder Bond Oven,DKN810R,P0746,Bladder Bond Oven,9710,"Touch screen on the Bladder Bond oven is not working, we are not able to use the oven.",replace argon tank,FALSE,,,,,,
9317,10/29/14,7:23:07 AM,469,AMP Area,Welch,vacuum pump,1402 chemstar,p0155,degasser,9711,Vacuum pump in cast backing not pulling down to required mTorr,,FALSE,,,,,,
9318,10/29/14,8:09:25 AM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9712,Ion mill problem  Stopping after one pass.  Ion mill #1.,We replaced the air filters,FALSE,,Under Repair,10/29/14,1:39:49 PM,Tech 1,Replaced the ion grid assembly & thoroughly cleaned the anode surface.
9319,10/29/14,8:13:20 AM,85,Dicing Cell,Other,Other,Other,Other,Other,9713,height adj on Nikon slipping,We installed oil mist traps before the air dryer.,FALSE,,,,,,
9320,10/29/14,11:04:01 AM,321,AMP Area,Disco,Auto Blanking Saw,DFD6240,P0154,Auto Blanking Saw,9714,need new tubing from water filter into saw. Looks like 3/8 clear tubing.,We re-initialized the saw and injector,FALSE,,,,,,
9321,10/29/14,2:27:54 PM,382,Dicing Cell,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,9715,Remove workpiece from frame centering error,We cleaned and lubricated the x & y slides.,FALSE,,,,,,
9322,10/29/14,5:22:30 PM,312,AMP Area,Divine Brothers Co.,Buffer,,P0159,Robodrill,9716,CNC table sounds as if lead screw or something needs greased,duplicate request,FALSE,,,,,,
9323,10/29/14,5:22:55 PM,382,Dicing Cell,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,9717,Guide rail on sliding saw door is broken.,Cover off of X axis is broken. replace cover,FALSE,,,,,,
9324,10/29/14,7:18:03 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9718,both carriers were stuck in elevator sent everything home and restarted, The “AI” was changed to reflect the usage of the ,FALSE,,Under Repair,10/30/14,8:16:39 AM,Tech 1,Replaced load lock tray sensor switch.
9325,10/29/14,8:28:35 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9719,sensor in load lock is broken needs replaced,Zoom needs fixed. fixed by Thermo,FALSE,,Under Repair,10/30/14,8:16:19 AM,Tech 1,Replaced load lock tray sensor switch.
9326,10/29/14,9:27:09 PM,460,AMP Area,Schmidt,Pneumatic Press,329-3K,P0877,Wafer Bond Press,9720,"wafer press giving force stroke not reached error
",We cut the exhaust hose to the correct length,FALSE,,Under Repair,10/30/14,8:19:17 AM,Tech 1,Operator resolved.
9327,10/30/14,9:01:26 AM,404,Closing Cell,Airclean Systems,Fume Hood,AC6000E,P0803,Fume Hood,9721,The top door keeps sagging. The thing that holds it upright is loose,We adjusted the gas flow on program #8.,FALSE,,Under Repair,10/31/14,8:16:02 AM,Tech 1,Tighten hinge clamp.
9328,10/30/14,8:06:27 PM,85,Mechanical Cell,Other,Other,Other,Other,Other,9722,Workbench MECH#3 requires a foot guard for the EFD Dispenser.  Please install.,dit tool broke. Laying on my desk,FALSE,,Under Repair,10/31/14,10:50:40 AM,Tech 1,Complete
9329,10/31/14,1:47:19 PM,29,AMP Area,LEYBOLD,VACUUM SYSTEM,LEYBOLD,P0035,"VACUUM SYSTEM, DICING",9723,Problem draining water out of blue and grey water traps on vacuum line,We had to remove knob and tighten set screw.,FALSE,,,,,,
9330,11/3/14,10:34:55 AM,629,Test Cell,Philips,Clearvue,650,P1031,Clearvue 650,9724,ClearVue FAT system's 3rd port is bad.  It recognizes probe type but doesn't display image,voltage to high   We had to adjust the sensor volt,FALSE,,,,,,
9331,11/3/14,10:57:51 AM,369,Engineering Lab,Tenney,Environmental Chamber,BTRC,P0076,Environmental Chambe,9725,Cooling compressor doesn't appear to be functioning.,Nitrogen gun at PO198 in Bladder Bond cell will no,FALSE,,,,,,
9332,11/3/14,12:02:09 PM,85,Forming Cell,Other,Other,Other,Other,Other,9726,1/2 cap on C9-2 mims flex #001.,HDI 5000 not communicating with AIM tank. Possible,FALSE,,,,,,
9333,11/3/14,2:39:06 PM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,9727,Rotary tool not working properly,replace i/o board,FALSE,,Under Repair,11/3/14,6:19:54 PM,Tech 1,Tooling issues.
9334,11/3/14,3:44:16 PM,153,Lensing Cell,MARCH,PLASMA ETCHER,PX-1000,P0380,PLASMA ETCHER,9728,Plasma treater beeping on gas 1,Plasma treater alarming. Can not use.,FALSE,,Under Repair,11/3/14,8:07:27 PM,Tech 1,Could not repeat issue.
9335,11/3/14,4:42:39 PM,679,AMP Area,Philips,Motor Controller Box,1200-1956,P1096,Evaporator,9729,"mixer on ph adjust tank fell off motor shaft.
Motor is running!!",Need a tank resistivity is at 6 ,FALSE,,Under Repair,11/3/14,8:41:10 PM,Tech 1,Re-installed mixing shaft to motor.
9336,11/4/14,12:08:21 AM,85,Mechanical Cell,Other,Other,Other,Other,Other,9730,Cap meter for bench MECH#15 has broken leads.  New set of leads required.,We ran the air relief function on the stay clean i,FALSE,,,,,,
9337,11/4/14,9:15:32 AM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,9731,Limit switch needs replaced on top right door and left door came off at the bottom,The tool changer was re-aligned and re-intialized,FALSE,,,,,,
9338,11/4/14,10:46:07 AM,505,Attaching Cell,Philips,MIMS MTS box,MTS 2,P0919,MIMS MTS box,9732,Mims station will not pass any C9-2 units.,We redressed the fiber optic tips and installed a ,FALSE,,,,,,
9339,11/4/14,2:31:06 PM,134,AMP Area,Wasino,Surface Grinder,Meister V3,P0300,Surface Grinder,9733,Relocate Hitch post and re-route lines for 8 step project.  ,both pcb attach poling fixtures not working. repla,FALSE,,Under Repair,11/19/14,1:52:51 PM,Tech 1,Complete
9340,11/4/14,3:57:26 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9734,Both Carriers stuck in elevator sent home restarted,mims failing element 98   replace a flex,FALSE,,Under Repair,11/4/14,4:44:45 PM,Tech 1,Operator resolved.
9341,11/4/14,5:03:37 PM,696,Mechanical Cell,DESCO,Ionizer,60600,P1109,Ionizer,9735,Ionizer malfunctioned. No longer powers up.,Omni cleaner temp for rinse tanks 1 & 2 is not ris,FALSE,,Under Repair,11/4/14,5:39:32 PM,Tech 1,Electrical plug was loose.
9342,11/4/14,5:07:38 PM,85,Mechanical Cell,Other,Other,Other,Other,Other,9736,MECH #2 workbench needs raised to the same level as adjacent workbenches.  approximately 1,light in ionizer needs replaced,FALSE,,Under Repair,11/4/14,5:43:15 PM,Tech 1,JLL request.
9343,11/4/14,7:08:18 PM,504,Attaching Cell,Philips,MIMS MTS box,MTS 2,P0918,MIMS MTS box,9737,"Moving Cell around 11/6/14 on second Need help moving 
P1043 air cure
P0383 plasma
P0524 oven",The black scope light used to cut flexes is very d,FALSE,,Under Repair,11/6/14,10:37:02 PM,Tech 1,Complete
9344,11/4/14,7:10:12 PM,172,Attaching Cell,HUGHES,TAB BONDER,HTT-1000,P0665,TAB BONDER,9738,STP P0665 is not used and needs removed from desk for move on 11-6,we had to adjust the gas pressure and replace the ,FALSE,,,,,,
9345,11/4/14,7:16:29 PM,505,Attaching Cell,Philips,MIMS MTS box,MTS 2,P0919,MIMS MTS box,9739,Mims box and Isolation box will need moved to LVL CBL 1 desk during move on 11/6/14,not working,FALSE,,,,,,
9346,11/4/14,7:17:47 PM,567,Attaching Cell,Philips,Isolation Test Station,4.54E+11,P0978,Isolation Test Stati,9740,Isolation box will need USB adaptor added for use in ClearVue Cell,"C10-3 poling fixture not working, other fixture is",FALSE,,Under Repair,11/5/14,10:54:08 PM,Tech 1,Not Needed
9347,11/4/14,7:20:17 PM,577,Attaching Cell,Philips,Isolation Test Station,4.54E+11,P0989,Isolation Test Stati,9741,"Isolation and Mims box will need moved to LVL attach Desk 
P0918
P0989","After initial pump down, the tooling works fine",FALSE,,,,,,
9348,11/5/14,9:06:26 AM,476,3D Area,March,Plansa System,AP1000,P0885,Plasma System,9742,"Argon gas level is at 400 PSI in yellow, gage is set at 500 PSI, will need tank swap soon. Just a heads up",P1168 isn't selectable under Machine #. It needs t,FALSE,,,,,,
9349,11/5/14,11:53:12 AM,158,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0401,ENCAPSULATOR,9743,encapsulator not sealing,We replaced the pre-filters,FALSE,,,,,,
9350,11/5/14,1:08:29 PM,85,Chem Room,Other,Other,Other,Other,Other,9744,Isopropyl drum pump leaking.,Replace StayClean DI tanks. New tanks in Mech. Roo,FALSE,,Under Repair,11/5/14,5:18:35 PM,Tech 1,Re-built drum pump.
9351,11/5/14,1:26:04 PM,601,AMP Area,Pall Corp,Process Water Filtration Syste,,P1013,Process Water Filtra,9745,Add snooze timer pushbuton for stacklight alarm,,FALSE,,,,,,
9352,11/5/14,2:09:05 PM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,9746,Spindle continuity error,"Mims box fails certain probe types. Also, when log",FALSE,,Under Repair,11/5/14,3:35:59 PM,Tech 1,Replaced spindle brushes.
9353,11/5/14,2:37:04 PM,453,AMP Area,Ultron,Tape Mounter,UH-115-8,P0871,Tape Mounter,9747,vaccum pump connected to the tape machine needs a power switch and also a rubber mount for noise reduction,The Low volume STP machine is not working.,FALSE,,Under Repair,11/6/14,9:07:52 PM,Tech 1,Mounted switch and put rubber feet on the vacuum pump.
9354,11/5/14,2:40:42 PM,85,AMP Area,Other,Other,Other,Other,Other,9748,height indicator beside autosaw will not read correctly and it also needs a thumb clip,the filter tank used to clean the acoustic microsc,FALSE,,,,,,
9355,11/5/14,2:43:38 PM,453,AMP Area,Ultron,Tape Mounter,UH-115-8,P0871,Tape Mounter,9749,Roller on tape machine will not work when start button is pushed. This is a random but constant issue.,Replaced leaking fitting.,FALSE,,Under Repair,11/11/14,1:14:58 PM,Tech 1,Replaced lid plunger sensor.
9356,11/5/14,5:25:54 PM,222,Closing Cell,EFD INC,EFD Dispenser,800,P0721,EFD Dispenser,9750,Foot peddle on EFD Dispenser keeps sticking.  This becomes a danger when needing to replace a tube of glue,We adjusted the row offset,FALSE,,Under Repair,11/5/14,5:56:54 PM,Tech 1,Replaced foot pedal.
9357,11/6/14,6:50:42 AM,13,AMP Area,K&S,DICING SAW,982,P0018,SAW #9,9751,spindle brush open,Replaced light bulbs.,FALSE,,,,,,
9358,11/6/14,7:12:51 AM,164,Dicing Cell,Disco,Dicing Saw,DAD 3220,P0088,Dicing Saw,9752,When x axis is moved to the right saw vibrates,Replaced light bulbs.,FALSE,,,,,,
9359,11/6/14,8:02:30 AM,408,AMP Area,,,,P0808,Nitrogen Chamber,9753,The handle on the PT is missing screws and is not functioning properly,We replaced the water fitting and hose,FALSE,,,,,,
9360,11/6/14,9:00:03 AM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9754,Ti target shorted,Replace StayClean DI tanks. New tanks in Mech. Roo,FALSE,,,,,,
9361,11/6/14,10:11:38 AM,139,AMP Area,DISCO,BACKGRINDER,DAG 810,P0072,BACKGRINDER,9755,Water Curtin Flow Output low,Complete,FALSE,,,,,,
9363,11/6/14,10:50:01 AM,85,Dicing Cell,Other,Other,Other,Other,Other,9757,"StayClean DI site tanks are exhausted.  CAR does not need changed, only CATIon, ANION, AND 2 Mb.  New tanks in Mech. Room.",We installed a spare scope,FALSE,,,,,,
9364,11/6/14,12:01:04 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9758,Denton carrier stuck at home after unloading plated parts.  Showing nothing on the top fork load lock but still on carrier.,We drilled a hole in new desktop,FALSE,,,,,,
9365,11/6/14,4:50:33 PM,577,Attaching Cell,Philips,Isolation Test Station,4.54E+11,P0989,Isolation Test Stati,9759,Relocate Isolation box to Mechanical 3D line.,Ground the ESD mat on the new work bench at PCB At,FALSE,,,,,,
9366,11/6/14,5:30:13 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9760,lid will not close for ion mill,We replaced the mixed bed ,FALSE,,Under Repair,11/6/14,9:02:14 PM,Tech 1,Loose wire in the control panel.
9367,11/7/14,1:46:46 AM,90,Attaching Cell,Airflow Systems,Fume Extractor,Minivac,P0202,Fume Extractor,9761,Fume extractor is not needed and needs removed from the area.  ,We re- seated connections on bulb,FALSE,,,,,,
9368,11/7/14,7:52:55 AM,478,AMP Area,Datamax,Label Printer,H-4301,P0887,Label Printer,9762,Brady printer alignment.  ,We replaced the mixed bed ,FALSE,,,,,,
9369,11/7/14,7:54:28 AM,485,Test Cell,Philips,Bench Top Test System,4500-6735,P0899,Bench Top Test Syste,9763,Needs limit switch,Repaired a leak in the Oxygen line.,FALSE,,,,,,
9370,11/7/14,11:16:58 AM,85,AMP Area,Other,Other,Other,Other,Other,9764,Purchased wheels for hydro pump at P0300 Horizontal grinder.  Please install at earliest convenience.,Cord or light box for Nikon scope shorted,FALSE,,Under Repair,11/10/14,10:53:56 AM,Tech 1,Complete
9371,11/7/14,2:34:55 PM,52,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0119,vacuum pump,9765,Making a knocking noise,Complete,FALSE,,Under Repair,11/10/14,9:25:49 AM,Tech 1,Replaced Drive Belt.
9372,11/7/14,2:47:08 PM,377,Stackbond Cell,Ultron,Tap Machine,UH115-8,P0775,Tape Machine,9766,Tape machine cutter not sliding properly,Additional ESD ground box required at Attach #4 be,FALSE,,Under Repair,11/10/14,8:20:25 AM,Tech 1,Repaired Tape Roller
9373,11/8/14,6:17:24 AM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9767,Denton did not unload sputtered tray in load lock properly.  Did not trip switch. Operator will try to fix.,tip replaced by assembler,FALSE,,Under Repair,11/10/14,7:49:13 AM,Tech 1,Tooling issues.
9374,11/8/14,11:31:55 AM,598,AMP Area,Finetech,Pick and Place,FinePlacer,P1010,Pick and Place,9768,Not picking up C5-2 stacks,Replaced pre-filters.,FALSE,,Under Repair,11/10/14,8:15:44 AM,Tech 1,Tooling issue.
9375,11/10/14,6:24:49 AM,116,Dicing Cell,Interlab,Rinse Station,MRS/1855,P0044,Rinse Station 003,9769,Resistivity reading is below 7MOhms.  MBV needs replaced,Replaced pre-filters.,FALSE,,,,,,
9376,11/10/14,11:19:36 AM,561,Closing Cell,Philips,Isolation Test Station,4.54E+11,P0973,Isolation Test Stati,9770,compact connector on isolation box has a chunk out.  Could cause paint chipping on the connector.  ,Sonos 5500 displaying errors. cleaned filters,FALSE,,,,,,
9377,11/10/14,12:34:39 PM,85,Attaching Cell,Other,Other,Other,Other,Other,9771,Polarity is not working properly,Replaced rotary feed-thru.,FALSE,,,,,,
9378,11/10/14,2:44:47 PM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,9772,Oxygen tank is below 500.  Needs changed.,"Regulator on bonder pegged at 60 psi, leaks when t",FALSE,,,,,,
9379,11/10/14,3:30:10 PM,117,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0075,Rinse Station 004,9773,C5-1 waterfall resistivity is low (below 7),STP machine heats but it won't solder.,FALSE,,,,,,
9380,11/10/14,5:41:01 PM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,9774,Plasma treater will not complete Program 9 to do monthly maintenance,Ionizer has a constant ticking sound.,FALSE,,,,,,
9381,11/10/14,6:30:00 PM,85,Stackbond Cell,Other,Other,Other,Other,Other,9775,P0855 Needs nitrogen gun hooked up. I have a gun.,We reinstalled the door latch magnet.,FALSE,,,,,,
9382,11/10/14,7:31:09 PM,303,Stackbond Cell,March,Plasma Treater,AP1000,P0664,Plasma Treater,9776,Shelves are sticking on the plasma treater. Hard to pull out.,We calibrated the MIMS box..,FALSE,,,,,,
9383,11/11/14,11:01:03 AM,85,Attaching Cell,Other,Other,Other,Other,Other,9777,Osillicscope needs fixed. Hard to read polarity.,Tab bonder light will not work.,FALSE,,,,,,
9384,11/11/14,12:27:13 PM,154,MOPS,MARCH,PLASMA ETCHER,PX-1000,P0381,PLASMA ETCHER,9778,RF power supply sent for repair,New scope is acting up at certain voltage levels c,FALSE,,,,,,
9385,11/11/14,9:00:06 PM,478,AMP Area,Datamax,Label Printer,H-4301,P0887,Label Printer,9779,brady label printer not working correctly,"Poling fixture not working, one still missing.  re",FALSE,,,,,,
9386,11/12/14,12:30:19 PM,345,Stackbond Cell,Palomar,Auto Tab Bonder,8000,P0732,Auto Tab Bonder,9780,Bonding wedge will not calibrate,Complete.,FALSE,,Under Repair,11/12/14,1:49:31 PM,Tech 1,Operator re-booted machine.
9387,11/12/14,4:36:06 PM,683,Service Cell,DESCO,Ionizer,60600,P1097,Ionizer,9781,ionizer at Bench FA #3 needs a light bulb replaced,Black Box needs replaced.  cleaned and rebooted,FALSE,,,,,,
9388,11/12/14,8:56:33 PM,115,AMP Area,Interlab,Rinse Station,MRS/1855,P0043,Rinse Station 002,9782,Please check to make sure gauge is working properly. it is reading all the way to the right.,Error message when starting software for XBOX. OD,FALSE,,,,,,
9389,11/13/14,12:49:15 AM,85,Mechanical Cell,Other,Other,Other,Other,Other,9783,Bandit tool on the V6-2 Line is half working it is missing a C clip,Foot pedal for air release not functioning. replac,FALSE,,,,,,
9390,11/13/14,7:50:32 AM,566,Attaching Cell,Philips,Isolation Test Station,4.54E+11,P0977,Isolation Test Stati,9784,Isolation is not working properly. Keeps reading high. I messed with wires and Stacy cleaned connections. Still running high.,Set up to use our standardized air supply. ,FALSE,,,,,,
9391,11/13/14,8:07:59 AM,85,Omni Cell,Other,Other,Other,Other,Other,9785,Calman program not letting operator perform signoffs,Small high temp oven is not working. replace therm,FALSE,,,,,,
9392,11/13/14,10:04:29 AM,139,AMP Area,DISCO,BACKGRINDER,DAG 810,P0072,BACKGRINDER,9786,Low Water Flow.,Added hydraulic oil.,FALSE,,Under Repair,11/13/14,12:12:30 PM,Tech 1,Replaced water filter.
9393,11/13/14,12:29:36 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,9787,Ion mill lid will only open about 2 inches on the Denton.,HDI connector at SAFETY won't accept a probe.,FALSE,,Under Repair,11/13/14,5:23:42 PM,Tech 1,Align gears on linear actuator / had short in carrier sensor as well.
9394,11/14/14,10:49:25 AM,501,Service Cell,Philips,MIMS MTS box,MTS 2,P0915,MIMS MTS box,9788,MIMS box shows ELES. 47 & 127 as open when running L9-3 LMA LENS.Fixtures on other MIMS box is okay.,,FALSE,,,,,,
9395,11/14/14,3:03:28 PM,305,Machine Shop,Hardinge,Lathe,Lathe,P0059,Lathe,9789,power feed broken control switch,We adjusted the pressure regulator,FALSE,,,,,,
9396,11/14/14,3:04:28 PM,117,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0075,Rinse Station 004,9790,Can not get the filter apart in order to sign off the Maintenance. ,We re-initialized and adjusted the flow controller,FALSE,,,,,,
9397,11/14/14,7:45:46 PM,453,AMP Area,Ultron,Tape Mounter,UH-115-8,P0871,Tape Mounter,9791,"power switch is intermittent, power cut out was able to jiggle switch to get power on for operator to finish",We replaced  XV-206 w/actuator,FALSE,,Under Repair,12/10/14,9:11:58 AM,Tech 1,Replaced power switch.
9398,11/15/14,8:57:22 AM,321,AMP Area,Disco,Auto Blanking Saw,DFD6240,P0154,Auto Blanking Saw,9792,Will not maintain lower water pressure (1 ltr. per minute) unable to process HiFu tiles due to this.,We reset the MS-1 circuit breaker,FALSE,,Under Repair,11/17/14,1:25:33 PM,Tech 1,Cleaned water control valve.
9399,11/17/14,7:45:37 AM,480,Test Cell,Philips,Bench Top Test System,4500-6735,P0895,Bench Top Test Syste,9793,Zif prober will not work.  See Roger Yoder.,Replaced mixed bed.,FALSE,,,,,,
9400,11/17/14,7:51:39 AM,632,3D Area,Philips,Blackbox Test System,4.54E+11,P1045,Blackbox Test System,9794,Can not log on,Mims and Amp doesn't work.  re-arrange plugs in po,FALSE,,,,,,
9401,11/17/14,8:58:07 AM,4,AMP Area,ALCHEMIST,ALCHEMIST FUME HOOD,DFH-3,P0005,FH #5,9795,Scale readings jump when reading scale,Re-initialized the system & computer.,FALSE,,,,,,
